,males,females
0,37.0,39.0
1-4,172.0,174.0
5-9,277.0,254.0
10-14,309.0,285.0
15-19,254.0,284.0
20-24,272.0,246.0
25-29,211.0,226.0
30-34,216.0,203.0
35-39,173.0,217.0
40-44,196.0,209.0
45-49,203.0,189.0
50-54,145.0,164.0
55-59,131.0,135.0
60-64,114.0,140.0
65-69,105.0,108.0
70-74,75.0,58.0
75-79,35.0,58.0
80-84,29.0,30.0
85-89,18.0,8.0
90-94,2.0,3.0
95-99,2.0,1.0
100+,,
