,males,females
0,64,85
1-4,242,259
5-9,385,381
10-14,421,391
15-19,434,423
20-24,459,409
25-29,479,491
30-34,382,398
35-39,351,309
40-44,287,250
45-49,214,251
50-54,219,237
55-59,189,174
60-64,168,180
65-69,117,163
70-74,122,93
75-79,71,63
80-84,44,38
85-89,17,21
90-94,8,8
95-99,2,4
100+,4,5
