,males,females
0,147.0,153.0
1-4,669.0,642.0
5-9,955.0,886.0
10-14,954.0,913.0
15-19,860.0,709.0
20-24,714.0,593.0
25-29,764.0,670.0
30-34,715.0,586.0
35-39,617.0,509.0
40-44,674.0,489.0
45-49,541.0,432.0
50-54,503.0,356.0
55-59,502.0,296.0
60-64,353.0,168.0
65-69,225.0,144.0
70-74,150.0,76.0
75-79,89.0,47.0
80-84,42.0,22.0
85-89,17.0,15.0
90-94,6.0,
95-99,,3.0
100+,,
