,males,females
0,121,145
1-4,539,440
5-9,668,651
10-14,783,757
15-19,778,695
20-24,690,666
25-29,673,669
30-34,645,693
35-39,653,640
40-44,614,593
45-49,515,525
50-54,434,416
55-59,344,385
60-64,294,274
65-69,200,182
70-74,140,160
75-79,82,107
80-84,54,39
85-89,23,26
90-94,8,7
95-99,1,3
100+,3,2
