,males,females
0,719,752
1-4,2835,2766
5-9,3805,3627
10-14,4246,3829
15-19,3870,3832
20-24,3296,3425
25-29,3156,3492
30-34,2885,3148
35-39,2625,2784
40-44,2323,2541
45-49,2214,2292
50-54,1837,1891
55-59,1403,1438
60-64,1033,1097
65-69,848,868
70-74,600,642
75-79,391,417
80-84,240,291
85-89,105,149
90-94,46,59
95-99,11,30
100+,4,10
