,males,females
0,167,149.0
1-4,621,632.0
5-9,841,800.0
10-14,1013,954.0
15-19,963,845.0
20-24,829,768.0
25-29,739,668.0
30-34,645,635.0
35-39,568,525.0
40-44,494,509.0
45-49,414,388.0
50-54,324,355.0
55-59,308,305.0
60-64,253,257.0
65-69,205,231.0
70-74,163,176.0
75-79,95,119.0
80-84,65,69.0
85-89,34,26.0
90-94,17,27.0
95-99,5,7.0
100+,1,
