,males,females
0,19.0,10.0
1-4,81.0,71.0
5-9,102.0,113.0
10-14,144.0,125.0
15-19,124.0,121.0
20-24,118.0,103.0
25-29,109.0,92.0
30-34,108.0,111.0
35-39,103.0,116.0
40-44,115.0,110.0
45-49,92.0,90.0
50-54,82.0,85.0
55-59,66.0,62.0
60-64,60.0,58.0
65-69,55.0,34.0
70-74,32.0,27.0
75-79,17.0,21.0
80-84,9.0,16.0
85-89,4.0,6.0
90-94,1.0,1.0
95-99,,
100+,,1.0
