,males,females
0,325,343
1-4,1295,1345
5-9,1922,1860
10-14,2363,2172
15-19,2499,2445
20-24,2604,2591
25-29,2676,2541
30-34,2410,2563
35-39,2321,2429
40-44,2381,2494
45-49,2210,2499
50-54,2106,2282
55-59,1714,1962
60-64,1383,1559
65-69,1163,1338
70-74,923,1060
75-79,622,790
80-84,375,518
85-89,165,255
90-94,49,96
95-99,11,32
100+,1,4
