,males,females
0,80,97
1-4,390,361
5-9,516,460
10-14,536,536
15-19,580,485
20-24,523,487
25-29,488,512
30-34,460,497
35-39,430,450
40-44,398,420
45-49,302,381
50-54,250,289
55-59,208,239
60-64,203,241
65-69,163,182
70-74,157,166
75-79,91,92
80-84,55,92
85-89,40,62
90-94,8,20
95-99,7,7
100+,1,2
