,males,females
0,207,219
1-4,890,847
5-9,1151,1102
10-14,1294,1246
15-19,1251,1241
20-24,1192,1198
25-29,1070,1060
30-34,930,954
35-39,783,880
40-44,859,819
45-49,651,656
50-54,502,517
55-59,387,407
60-64,342,362
65-69,238,313
70-74,194,231
75-79,113,126
80-84,80,94
85-89,27,61
90-94,25,33
95-99,7,4
100+,2,4
