,males,females
0,10.0,8.0
1-4,50.0,42.0
5-9,63.0,70.0
10-14,96.0,89.0
15-19,75.0,69.0
20-24,68.0,82.0
25-29,90.0,68.0
30-34,66.0,84.0
35-39,80.0,76.0
40-44,87.0,91.0
45-49,64.0,79.0
50-54,73.0,85.0
55-59,65.0,52.0
60-64,49.0,53.0
65-69,57.0,62.0
70-74,38.0,40.0
75-79,27.0,20.0
80-84,19.0,19.0
85-89,9.0,9.0
90-94,2.0,
95-99,,
100+,1.0,
