,males,females
0,72,84
1-4,320,275
5-9,419,372
10-14,462,490
15-19,473,481
20-24,742,479
25-29,912,425
30-34,732,418
35-39,546,412
40-44,454,438
45-49,438,373
50-54,369,330
55-59,271,272
60-64,274,270
65-69,190,208
70-74,160,186
75-79,107,147
80-84,79,71
85-89,22,44
90-94,10,11
95-99,2,5
100+,1,2
