,males,females
0,161.0,159.0
1-4,725.0,677.0
5-9,864.0,870.0
10-14,940.0,909.0
15-19,848.0,851.0
20-24,766.0,658.0
25-29,618.0,563.0
30-34,479.0,427.0
35-39,394.0,342.0
40-44,320.0,319.0
45-49,287.0,264.0
50-54,232.0,204.0
55-59,189.0,200.0
60-64,184.0,164.0
65-69,155.0,120.0
70-74,108.0,85.0
75-79,56.0,45.0
80-84,35.0,29.0
85-89,17.0,12.0
90-94,8.0,6.0
95-99,2.0,5.0
100+,,
