,males,females
0,203.0,216
1-4,876.0,884
5-9,1310.0,1320
10-14,1604.0,1561
15-19,1570.0,1469
20-24,1328.0,1340
25-29,1294.0,1346
30-34,1100.0,1246
35-39,982.0,1030
40-44,809.0,897
45-49,732.0,834
50-54,597.0,711
55-59,550.0,706
60-64,538.0,637
65-69,409.0,480
70-74,374.0,464
75-79,262.0,321
80-84,200.0,225
85-89,92.0,121
90-94,30.0,54
95-99,10.0,6
100+,,5
