,males,females
0,139.0,97.0
1-4,556.0,534.0
5-9,857.0,822.0
10-14,957.0,978.0
15-19,879.0,835.0
20-24,726.0,664.0
25-29,626.0,634.0
30-34,606.0,580.0
35-39,466.0,439.0
40-44,432.0,408.0
45-49,322.0,293.0
50-54,245.0,269.0
55-59,229.0,213.0
60-64,171.0,166.0
65-69,122.0,159.0
70-74,86.0,89.0
75-79,56.0,63.0
80-84,21.0,39.0
85-89,14.0,13.0
90-94,8.0,15.0
95-99,3.0,3.0
100+,,
