,males,females
0,455,428
1-4,1863,1883
5-9,2603,2569
10-14,3134,3061
15-19,3289,3250
20-24,3119,3101
25-29,2922,2931
30-34,2638,2888
35-39,2675,2862
40-44,2613,2987
45-49,2524,2902
50-54,2258,2538
55-59,1905,2191
60-64,1506,1798
65-69,1106,1339
70-74,887,1074
75-79,547,851
80-84,332,562
85-89,139,305
90-94,57,129
95-99,9,34
100+,5,6
