,males,females
0,21.0,31.0
1-4,102.0,135.0
5-9,178.0,181.0
10-14,170.0,209.0
15-19,174.0,166.0
20-24,146.0,163.0
25-29,154.0,187.0
30-34,142.0,169.0
35-39,119.0,110.0
40-44,94.0,110.0
45-49,103.0,91.0
50-54,85.0,116.0
55-59,75.0,98.0
60-64,77.0,63.0
65-69,53.0,60.0
70-74,54.0,60.0
75-79,37.0,32.0
80-84,21.0,25.0
85-89,10.0,18.0
90-94,4.0,5.0
95-99,2.0,2.0
100+,,
