,males,females
0,162.0,162
1-4,685.0,636
5-9,916.0,888
10-14,1086.0,1061
15-19,1104.0,1108
20-24,1414.0,1042
25-29,1642.0,1053
30-34,1379.0,1013
35-39,1045.0,927
40-44,1042.0,959
45-49,961.0,892
50-54,863.0,822
55-59,743.0,733
60-64,601.0,557
65-69,464.0,438
70-74,355.0,348
75-79,236.0,266
80-84,169.0,220
85-89,87.0,116
90-94,36.0,52
95-99,7.0,15
100+,,2
