,males,females
0,132,116
1-4,508,517
5-9,847,755
10-14,931,882
15-19,910,822
20-24,699,719
25-29,676,662
30-34,560,607
35-39,493,508
40-44,486,450
45-49,370,419
50-54,380,396
55-59,267,301
60-64,317,286
65-69,200,220
70-74,167,169
75-79,107,123
80-84,64,87
85-89,36,32
90-94,19,19
95-99,6,9
100+,1,4
