,males,females
0,263,256
1-4,1233,1240
5-9,1893,1870
10-14,2181,2087
15-19,2061,2038
20-24,1945,1796
25-29,2051,1900
30-34,1801,1780
35-39,2016,1858
40-44,1933,1883
45-49,2034,1842
50-54,1795,1601
55-59,1596,1527
60-64,1315,1343
65-69,1033,1049
70-74,755,917
75-79,505,654
80-84,310,446
85-89,90,210
90-94,33,78
95-99,11,22
100+,2,6
