,males,females
0,138,146
1-4,647,612
5-9,940,850
10-14,1125,1038
15-19,1026,983
20-24,860,897
25-29,825,798
30-34,778,742
35-39,599,659
40-44,662,657
45-49,652,594
50-54,501,512
55-59,408,485
60-64,390,392
65-69,317,370
70-74,258,283
75-79,170,221
80-84,100,126
85-89,60,83
90-94,23,39
95-99,11,14
100+,3,7
