,males,females
0,16.0,13.0
1-4,67.0,77.0
5-9,103.0,112.0
10-14,147.0,126.0
15-19,168.0,168.0
20-24,180.0,162.0
25-29,179.0,141.0
30-34,143.0,120.0
35-39,127.0,142.0
40-44,167.0,173.0
45-49,181.0,171.0
50-54,167.0,155.0
55-59,146.0,134.0
60-64,105.0,130.0
65-69,80.0,80.0
70-74,57.0,54.0
75-79,39.0,70.0
80-84,23.0,47.0
85-89,14.0,21.0
90-94,6.0,8.0
95-99,1.0,
100+,,1.0
