,males,females
0,97.0,97.0
1-4,470.0,463.0
5-9,684.0,668.0
10-14,781.0,741.0
15-19,668.0,636.0
20-24,638.0,575.0
25-29,503.0,481.0
30-34,394.0,369.0
35-39,371.0,287.0
40-44,265.0,263.0
45-49,200.0,190.0
50-54,212.0,175.0
55-59,175.0,178.0
60-64,168.0,135.0
65-69,142.0,137.0
70-74,112.0,92.0
75-79,74.0,67.0
80-84,40.0,41.0
85-89,17.0,24.0
90-94,13.0,9.0
95-99,4.0,5.0
100+,,
