,males,females
0,48.0,64
1-4,228.0,203
5-9,327.0,288
10-14,357.0,352
15-19,371.0,341
20-24,378.0,366
25-29,370.0,360
30-34,336.0,313
35-39,308.0,307
40-44,279.0,345
45-49,281.0,302
50-54,260.0,228
55-59,182.0,212
60-64,189.0,171
65-69,126.0,142
70-74,106.0,123
75-79,65.0,83
80-84,53.0,55
85-89,16.0,21
90-94,17.0,8
95-99,2.0,3
100+,,3
