,males,females
0,37.0,43
1-4,140.0,165
5-9,219.0,215
10-14,258.0,250
15-19,318.0,270
20-24,250.0,242
25-29,203.0,182
30-34,184.0,159
35-39,159.0,147
40-44,139.0,120
45-49,121.0,140
50-54,116.0,120
55-59,86.0,84
60-64,82.0,91
65-69,68.0,78
70-74,53.0,58
75-79,34.0,39
80-84,30.0,40
85-89,28.0,27
90-94,12.0,6
95-99,5.0,1
100+,,1
