,males,females
0,40.0,45.0
1-4,228.0,234.0
5-9,379.0,338.0
10-14,467.0,447.0
15-19,504.0,446.0
20-24,417.0,307.0
25-29,393.0,303.0
30-34,357.0,301.0
35-39,367.0,261.0
40-44,362.0,305.0
45-49,307.0,303.0
50-54,246.0,191.0
55-59,220.0,167.0
60-64,150.0,143.0
65-69,110.0,97.0
70-74,72.0,107.0
75-79,51.0,41.0
80-84,24.0,22.0
85-89,3.0,8.0
90-94,3.0,1.0
95-99,,
100+,,
