,males,females
0,155,161.0
1-4,636,585.0
5-9,825,774.0
10-14,913,872.0
15-19,896,858.0
20-24,807,772.0
25-29,707,744.0
30-34,606,615.0
35-39,439,482.0
40-44,405,418.0
45-49,359,343.0
50-54,298,349.0
55-59,255,261.0
60-64,238,209.0
65-69,162,180.0
70-74,140,147.0
75-79,85,79.0
80-84,49,56.0
85-89,21,27.0
90-94,7,11.0
95-99,1,2.0
100+,1,
