,males,females
0,163,159
1-4,786,699
5-9,934,926
10-14,1014,940
15-19,922,806
20-24,710,730
25-29,564,500
30-34,455,437
35-39,329,289
40-44,352,314
45-49,263,287
50-54,245,195
55-59,187,164
60-64,162,175
65-69,130,129
70-74,107,101
75-79,87,74
80-84,52,48
85-89,24,31
90-94,9,9
95-99,5,1
100+,2,3
