,males,females
0,164,169
1-4,708,733
5-9,949,1000
10-14,1092,1086
15-19,1038,1113
20-24,1041,996
25-29,1047,1017
30-34,979,984
35-39,862,887
40-44,865,842
45-49,857,869
50-54,765,767
55-59,610,675
60-64,522,490
65-69,370,383
70-74,265,295
75-79,184,217
80-84,107,129
85-89,42,54
90-94,17,17
95-99,4,6
100+,1,2
