,males,females
0,507.0,474
1-4,2010.0,2020
5-9,2858.0,2761
10-14,3442.0,3410
15-19,3641.0,3594
20-24,3817.0,3685
25-29,3853.0,3623
30-34,3578.0,3502
35-39,3109.0,3271
40-44,3202.0,3280
45-49,3115.0,3209
50-54,2663.0,2775
55-59,2026.0,2206
60-64,1532.0,1689
65-69,1037.0,1287
70-74,725.0,990
75-79,543.0,754
80-84,274.0,491
85-89,120.0,219
90-94,42.0,90
95-99,5.0,29
100+,,5
