,males,females
0,20.0,15.0
1-4,70.0,79.0
5-9,100.0,97.0
10-14,142.0,142.0
15-19,129.0,116.0
20-24,116.0,102.0
25-29,113.0,85.0
30-34,91.0,75.0
35-39,82.0,81.0
40-44,94.0,77.0
45-49,65.0,59.0
50-54,54.0,52.0
55-59,42.0,39.0
60-64,36.0,21.0
65-69,30.0,37.0
70-74,29.0,23.0
75-79,15.0,23.0
80-84,13.0,5.0
85-89,3.0,3.0
90-94,2.0,
95-99,1.0,
100+,,
