,males,females
0,119.0,119
1-4,561.0,504
5-9,710.0,642
10-14,786.0,758
15-19,694.0,658
20-24,672.0,709
25-29,638.0,697
30-34,550.0,605
35-39,431.0,472
40-44,360.0,420
45-49,332.0,346
50-54,265.0,288
55-59,183.0,197
60-64,128.0,116
65-69,97.0,113
70-74,62.0,62
75-79,39.0,53
80-84,23.0,42
85-89,12.0,15
90-94,4.0,10
95-99,5.0,4
100+,,2
