,males,females
0,125,118
1-4,507,460
5-9,741,683
10-14,805,813
15-19,825,801
20-24,747,741
25-29,646,673
30-34,645,679
35-39,535,535
40-44,467,516
45-49,428,434
50-54,321,381
55-59,313,417
60-64,309,392
65-69,283,327
70-74,233,303
75-79,180,179
80-84,111,142
85-89,75,92
90-94,39,44
95-99,9,14
100+,1,4
