,males,females
0,34.0,26.0
1-4,116.0,106.0
5-9,181.0,131.0
10-14,178.0,141.0
15-19,190.0,154.0
20-24,172.0,152.0
25-29,177.0,146.0
30-34,141.0,140.0
35-39,133.0,141.0
40-44,99.0,115.0
45-49,95.0,81.0
50-54,67.0,71.0
55-59,47.0,68.0
60-64,51.0,62.0
65-69,54.0,48.0
70-74,29.0,42.0
75-79,23.0,25.0
80-84,19.0,23.0
85-89,10.0,14.0
90-94,5.0,3.0
95-99,,2.0
100+,,
