,males,females
0,27.0,30.0
1-4,120.0,101.0
5-9,124.0,119.0
10-14,170.0,144.0
15-19,138.0,152.0
20-24,145.0,125.0
25-29,120.0,124.0
30-34,117.0,111.0
35-39,71.0,77.0
40-44,85.0,84.0
45-49,79.0,73.0
50-54,69.0,62.0
55-59,61.0,73.0
60-64,48.0,49.0
65-69,40.0,47.0
70-74,38.0,33.0
75-79,18.0,28.0
80-84,11.0,17.0
85-89,8.0,13.0
90-94,4.0,2.0
95-99,,2.0
100+,,
