,males,females
0,32.0,31.0
1-4,150.0,156.0
5-9,249.0,185.0
10-14,234.0,245.0
15-19,216.0,243.0
20-24,264.0,234.0
25-29,246.0,237.0
30-34,228.0,229.0
35-39,228.0,239.0
40-44,212.0,195.0
45-49,158.0,164.0
50-54,146.0,127.0
55-59,127.0,104.0
60-64,109.0,76.0
65-69,68.0,55.0
70-74,47.0,53.0
75-79,28.0,26.0
80-84,23.0,16.0
85-89,10.0,2.0
90-94,1.0,1.0
95-99,,1.0
100+,,
