,males,females
0,109.0,101
1-4,450.0,484
5-9,748.0,699
10-14,859.0,835
15-19,784.0,794
20-24,810.0,819
25-29,615.0,605
30-34,611.0,546
35-39,517.0,492
40-44,517.0,508
45-49,408.0,399
50-54,319.0,322
55-59,298.0,280
60-64,262.0,271
65-69,215.0,209
70-74,153.0,187
75-79,93.0,97
80-84,74.0,82
85-89,40.0,46
90-94,19.0,15
95-99,6.0,2
100+,,2
