,males,females
0,117.0,134
1-4,449.0,423
5-9,605.0,582
10-14,645.0,634
15-19,626.0,649
20-24,654.0,598
25-29,605.0,560
30-34,485.0,530
35-39,453.0,476
40-44,407.0,412
45-49,343.0,310
50-54,220.0,219
55-59,143.0,155
60-64,147.0,156
65-69,108.0,119
70-74,88.0,87
75-79,57.0,51
80-84,34.0,39
85-89,29.0,32
90-94,4.0,10
95-99,4.0,4
100+,,1
