,males,females
0,54.0,63
1-4,254.0,249
5-9,346.0,319
10-14,402.0,405
15-19,447.0,429
20-24,457.0,448
25-29,428.0,416
30-34,363.0,410
35-39,334.0,404
40-44,403.0,413
45-49,387.0,391
50-54,311.0,322
55-59,263.0,292
60-64,186.0,221
65-69,157.0,165
70-74,137.0,144
75-79,96.0,110
80-84,57.0,65
85-89,28.0,33
90-94,7.0,10
95-99,1.0,4
100+,,1
