,males,females
0,151,175
1-4,776,669
5-9,1004,907
10-14,1032,982
15-19,1025,938
20-24,873,854
25-29,790,835
30-34,776,783
35-39,744,679
40-44,634,604
45-49,535,442
50-54,452,414
55-59,419,410
60-64,380,343
65-69,271,256
70-74,205,189
75-79,86,115
80-84,82,96
85-89,53,65
90-94,29,20
95-99,8,12
100+,4,4
