,males,females
0,131,113
1-4,473,441
5-9,644,588
10-14,697,661
15-19,737,699
20-24,784,677
25-29,731,677
30-34,812,733
35-39,752,700
40-44,704,686
45-49,614,606
50-54,532,550
55-59,437,426
60-64,388,349
65-69,326,281
70-74,289,220
75-79,176,169
80-84,105,74
85-89,50,56
90-94,22,15
95-99,3,6
100+,1,3
